Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,12026.500000,12110.740234,12026.230469,12100.480469,12100.480469,2023800
2020-01-03,12167.440430,12197.639648,12023.599609,12110.429688,12110.429688,2572900
2020-01-06,12035.709961,12040.080078,11953.360352,11953.360352,11953.360352,2345200
2020-01-07,11961.969727,11986.030273,11822.400391,11880.320313,11880.320313,2338400
2020-01-08,11818.759766,11899.669922,11777.450195,11817.099609,11817.099609,2428800
2020-01-09,11889.459961,11992.549805,11889.459961,11970.629883,11970.629883,2036900
2020-01-10,12009.269531,12038.209961,11959.059570,12024.650391,12024.650391,1869000
2020-01-13,12069.610352,12113.419922,12037.240234,12113.419922,12113.419922,2292300
2020-01-14,12161.730469,12186.620117,12140.269531,12179.809570,12179.809570,2255300
2020-01-15,12169.919922,12169.919922,12048.009766,12091.879883,12091.879883,1943800
2020-01-16,12006.080078,12075.540039,12006.080078,12066.929688,12066.929688,2049000
2020-01-17,12080.719727,12117.549805,12055.910156,12090.290039,12090.290039,2009700
2020-01-20,12107.559570,12151.419922,12101.549805,12118.709961,12118.709961,2095100
2020-01-30,11933.230469,11933.230469,11418.219727,11421.740234,11421.740234,4917300
2020-01-31,11494.030273,11594.209961,11436.950195,11495.099609,11495.099609,3130700
2020-02-03,11365.900391,11365.900391,11138.030273,11354.919922,11354.919922,3472200
2020-02-04,11399.459961,11581.360352,11393.030273,11555.919922,11555.919922,2731100
2020-02-05,11601.549805,11620.419922,11512.709961,11573.620117,11573.620117,2624400
2020-02-06,11605.110352,11749.679688,11605.110352,11749.679688,11749.679688,2305400
2020-02-07,11712.709961,11712.709961,11592.089844,11612.809570,11612.809570,2182700
2020-02-10,11514.719727,11598.030273,11423.339844,11574.070313,11574.070313,2328300
2020-02-11,11614.250000,11678.580078,11614.250000,11664.040039,11664.040039,1845400
2020-02-12,11693.400391,11801.519531,11693.400391,11774.190430,11774.190430,2120500
2020-02-13,11813.500000,11854.980469,11784.940430,11791.780273,11791.780273,2132400
2020-02-14,11806.519531,11840.790039,11788.870117,11815.700195,11815.700195,1697100
2020-02-17,11770.299805,11775.559570,11724.820313,11763.509766,11763.509766,1837200
2020-02-18,11700.910156,11717.099609,11642.950195,11648.980469,11648.980469,1882600
2020-02-19,11655.370117,11783.429688,11654.160156,11758.839844,11758.839844,2169000
2020-02-20,11785.780273,11827.830078,11714.150391,11725.089844,11725.089844,2035400
2020-02-21,11721.160156,11755.169922,11661.629883,11686.349609,11686.349609,1952700
2020-02-24,11615.280273,11615.280273,11512.080078,11534.870117,11534.870117,2347100
2020-02-25,11506.740234,11567.089844,11415.469727,11540.230469,11540.230469,2158400
2020-02-26,11468.599609,11494.219727,11408.059570,11433.620117,11433.620117,2640000
2020-02-27,11436.959961,11470.230469,11274.519531,11292.169922,11292.169922,3360600
2020-03-02,11184.660156,11282.049805,11049.849609,11170.459961,11170.459961,3204100
2020-03-03,11279.860352,11390.240234,11279.860352,11327.719727,11327.719727,2572300
2020-03-04,11368.250000,11392.349609,11297.809570,11392.349609,11392.349609,2245300
2020-03-05,11454.650391,11525.320313,11454.650391,11514.820313,11514.820313,2291000
2020-03-06,11471.360352,11471.360352,11310.320313,11321.809570,11321.809570,2518500
2020-03-09,11221.759766,11221.759766,10977.639648,10977.639648,10977.639648,3897400
2020-03-10,10907.620117,11032.469727,10830.219727,11003.540039,11003.540039,3544100
2020-03-11,11022.820313,11088.230469,10885.910156,10893.750000,10893.750000,2804700
2020-03-12,10845.389648,10845.389648,10359.669922,10422.320313,10422.320313,4844200
2020-03-13,10091.030273,10171.200195,9636.150391,10128.870117,10128.870117,5906200
2020-03-16,10069.419922,10130.799805,9717.769531,9717.769531,9717.769531,3783600
2020-03-17,9538.639648,9677.070313,9371.349609,9439.629883,9439.629883,4504100
2020-03-18,9453.980469,9509.610352,9218.669922,9218.669922,9218.669922,3991000
2020-03-19,9085.280273,9085.280273,8523.629883,8681.339844,8681.339844,5702600
2020-03-20,8816.860352,9264.419922,8816.860352,9234.089844,9234.089844,4683400
2020-03-23,9025.549805,9029.519531,8750.139648,8890.030273,8890.030273,136500
2020-03-24,9083.780273,9415.639648,9083.780273,9285.620117,9285.620117,2920600
2020-03-25,9426.429688,9722.370117,9426.429688,9644.750000,9644.750000,3565400
2020-03-26,9667.139648,9739.730469,9565.019531,9736.360352,9736.360352,2795400
2020-03-27,9807.900391,9954.860352,9691.139648,9698.919922,9698.919922,3349400
