Date,Open,High,Low,Close,Adj Close,Volume
2020-12-25,1.356963,1.361300,1.351534,1.355201,1.355201,0
2020-12-28,1.357368,1.357773,1.343598,1.357239,1.357239,0
2020-12-29,1.346566,1.352064,1.346185,1.346602,1.346602,0
2020-12-30,1.349764,1.361748,1.349455,1.349990,1.349990,0
2020-12-31,1.362992,1.368457,1.360933,1.363066,1.363066,0
2021-01-01,1.369000,1.369000,1.366600,1.367301,1.367301,0
2021-01-04,1.368270,1.370379,1.354903,1.368420,1.368420,0
2021-01-05,1.357294,1.362583,1.355565,1.357160,1.357160,0
2021-01-06,1.362639,1.366979,1.354298,1.362955,1.362955,0
2021-01-07,1.362231,1.363382,1.354133,1.362528,1.362528,0
2021-01-08,1.356815,1.363178,1.354041,1.356963,1.356963,0
2021-01-11,1.352100,1.352979,1.345424,1.351625,1.351625,0
2021-01-12,1.352576,1.363568,1.350767,1.352411,1.352411,0
2021-01-13,1.366890,1.369994,1.362249,1.367054,1.367054,0
2021-01-14,1.364722,1.369319,1.361730,1.364927,1.364927,0
2021-01-15,1.368363,1.369788,1.357405,1.368363,1.368363,0
2021-01-18,1.357423,1.358991,1.352100,1.357534,1.357534,0
2021-01-19,1.358253,1.362788,1.358253,1.358124,1.358124,0
2021-01-20,1.364498,1.371460,1.362416,1.364424,1.364424,0
2021-01-21,1.366662,1.374533,1.366064,1.366848,1.366848,0
2021-01-22,1.373042,1.373740,1.363717,1.372947,1.372947,0
2021-01-25,1.368719,1.372288,1.365113,1.368820,1.368820,0
2021-01-26,1.367559,1.374419,1.361044,1.367899,1.367899,0
2021-01-27,1.374174,1.375989,1.366232,1.374155,1.374155,0
2021-01-28,1.367353,1.373268,1.363159,1.366942,1.366942,0
2021-01-29,1.372646,1.375119,1.365878,1.372501,1.372501,0
2021-02-01,1.369807,1.375686,1.365803,1.369769,1.369769,0
2021-02-02,1.367559,1.370952,1.361359,1.367877,1.367877,0
2021-02-03,1.366214,1.368232,1.362101,1.365934,1.365934,0
2021-02-04,1.365039,1.369863,1.357147,1.364908,1.364908,0
2021-02-05,1.367278,1.374004,1.366755,1.367615,1.367615,0
2021-02-08,1.373928,1.374986,1.368251,1.373872,1.373872,0
2021-02-09,1.374570,1.379881,1.374382,1.374570,1.374570,0
2021-02-10,1.381654,1.386599,1.380453,1.381799,1.381799,0
2021-02-11,1.383241,1.385617,1.381082,1.383260,1.383260,0
2021-02-12,1.381101,1.385675,1.377695,1.381025,1.381025,0
2021-02-15,1.387155,1.391971,1.386689,1.387155,1.387155,0
2021-02-16,1.391362,1.395148,1.387059,1.391479,1.391479,0
2021-02-17,1.388638,1.390260,1.383145,1.388812,1.388812,0
2021-02-18,1.386597,1.398445,1.384064,1.386636,1.386636,0
2021-02-19,1.396804,1.403509,1.395206,1.396746,1.396746,0
